coord,prob,n,zones,zone_mode,sort_method,zonal_sort,exp_density,var_density,min_density,median_density,max_density,exp_IB,var_IB,min_IB,median_IB,max_IB,exp_LB,var_LB,min_LB,median_LB,max_LB
meuse_uneq,default,15,"(2, 2)",sweep,lexico-xy,lexico-xy,0.07,0.00,-0.07,0.07,0.24,-0.24,0.01,-0.41,-0.27,-0.03,0.23,0.00,0.14,0.22,0.44
meuse_eq,default,15,"(2, 2)",sweep,lexico-xy,lexico-yx,0.02,0.01,-0.08,-0.02,0.26,-0.33,0.01,-0.51,-0.33,-0.14,0.18,0.00,0.11,0.17,0.34
meuse_uneq,default,15,"(2, 2)",sweep,lexico-xy,lexico-yx,0.08,0.01,-0.05,0.08,0.28,-0.26,0.01,-0.40,-0.29,-0.11,0.23,0.01,0.10,0.21,0.54
meuse_eq,default,15,"(2, 2)",sweep,lexico-xy,random,0.05,0.00,-0.04,0.05,0.21,-0.25,0.00,-0.40,-0.25,-0.11,0.19,0.00,0.12,0.18,0.32
meuse_uneq,default,15,"(2, 2)",sweep,lexico-xy,random,0.07,0.01,-0.11,0.09,0.29,-0.16,0.01,-0.36,-0.17,0.02,0.23,0.01,0.11,0.22,0.49
meuse_eq,default,15,"(2, 2)",sweep,lexico-xy,angle_0,0.03,0.00,-0.09,0.02,0.16,-0.30,0.01,-0.50,-0.32,-0.14,0.19,0.00,0.07,0.16,0.34
meuse_uneq,default,15,"(2, 2)",sweep,lexico-xy,angle_0,0.06,0.01,-0.06,0.06,0.25,-0.26,0.01,-0.41,-0.29,-0.02,0.24,0.01,0.14,0.22,0.47
meuse_eq,default,15,"(2, 2)",sweep,lexico-xy,distance_0,0.02,0.00,-0.05,0.01,0.16,-0.36,0.01,-0.50,-0.38,-0.19,0.18,0.00,0.11,0.17,0.33
meuse_uneq,default,15,"(2, 2)",sweep,lexico-xy,distance_0,0.07,0.01,-0.06,0.05,0.28,-0.25,0.00,-0.40,-0.25,-0.08,0.22,0.00,0.11,0.22,0.43
meuse_eq,default,15,"(2, 2)",sweep,lexico-xy,projection,0.03,0.00,-0.05,0.02,0.22,-0.39,0.00,-0.55,-0.39,-0.25,0.18,0.00,0.10,0.16,0.30
meuse_uneq,default,15,"(2, 2)",sweep,lexico-xy,projection,0.10,0.01,-0.04,0.08,0.30,-0.25,0.00,-0.38,-0.25,-0.11,0.23,0.00,0.14,0.23,0.43
meuse_eq,default,15,"(2, 2)",sweep,lexico-xy,center,0.04,0.00,-0.08,0.03,0.20,-0.29,0.01,-0.51,-0.31,-0.07,0.17,0.00,0.08,0.16,0.33
meuse_uneq,default,15,"(2, 2)",sweep,lexico-xy,center,0.08,0.01,-0.11,0.10,0.22,-0.18,0.02,-0.47,-0.21,0.11,0.23,0.01,0.12,0.23,0.46
meuse_eq,default,15,"(2, 2)",sweep,lexico-xy,spiral,0.01,0.01,-0.09,0.01,0.21,-0.33,0.01,-0.52,-0.34,-0.05,0.19,0.00,0.11,0.17,0.34
meuse_uneq,default,15,"(2, 2)",sweep,lexico-xy,spiral,0.07,0.00,-0.05,0.05,0.27,-0.23,0.01,-0.42,-0.27,-0.04,0.24,0.01,0.14,0.23,0.46
meuse_eq,default,15,"(2, 2)",sweep,lexico-xy,max,0.04,0.01,-0.07,0.03,0.22,-0.36,0.00,-0.47,-0.35,-0.24,0.19,0.00,0.13,0.19,0.27
meuse_uneq,default,15,"(2, 2)",sweep,lexico-xy,max,0.06,0.01,-0.08,0.03,0.29,-0.26,0.01,-0.41,-0.27,-0.04,0.23,0.00,0.14,0.22,0.45
meuse_eq,default,15,"(2, 2)",sweep,lexico-xy,hilbert,0.01,0.00,-0.08,0.01,0.15,-0.37,0.01,-0.59,-0.42,-0.07,0.19,0.00,0.12,0.17,0.34
meuse_uneq,default,15,"(2, 2)",sweep,lexico-xy,hilbert,0.06,0.00,-0.03,0.07,0.26,-0.24,0.01,-0.40,-0.28,-0.06,0.23,0.01,0.11,0.22,0.53
meuse_eq,default,15,"(2, 2)",sweep,lexico-xy,farthest,0.04,0.01,-0.07,0.03,0.22,-0.26,0.01,-0.52,-0.28,-0.03,0.17,0.00,0.08,0.14,0.33
meuse_uneq,default,15,"(2, 2)",sweep,lexico-xy,farthest,0.08,0.01,-0.11,0.08,0.29,-0.24,0.01,-0.49,-0.23,-0.06,0.23,0.00,0.11,0.22,0.43
meuse_eq,default,15,"(2, 2)",sweep,lexico-xy,grid,0.02,0.01,-0.07,0.01,0.22,-0.36,0.01,-0.57,-0.37,-0.18,0.19,0.00,0.12,0.18,0.31
meuse_uneq,default,15,"(2, 2)",sweep,lexico-xy,grid,0.06,0.01,-0.06,0.06,0.24,-0.24,0.00,-0.36,-0.24,-0.14,0.23,0.01,0.12,0.21,0.53
meuse_eq,default,15,"(2, 2)",sweep,lexico-xy,shell,0.03,0.01,-0.08,0.03,0.26,-0.32,0.01,-0.50,-0.32,-0.18,0.16,0.00,0.10,0.15,0.27
meuse_uneq,default,15,"(2, 2)",sweep,lexico-xy,shell,0.05,0.01,-0.11,0.05,0.33,-0.21,0.01,-0.36,-0.21,-0.03,0.24,0.01,0.15,0.22,0.51
meuse_eq,default,15,"(2, 2)",sweep,lexico-yx,lexico-xy,0.02,0.00,-0.08,0.02,0.17,-0.30,0.01,-0.53,-0.30,-0.09,0.19,0.00,0.12,0.17,0.35
meuse_uneq,default,15,"(2, 2)",sweep,lexico-yx,lexico-xy,0.08,0.00,-0.04,0.07,0.23,-0.25,0.01,-0.44,-0.24,0.03,0.23,0.00,0.13,0.22,0.48
meuse_eq,default,15,"(2, 2)",sweep,lexico-yx,lexico-yx,0.02,0.01,-0.06,-0.02,0.19,-0.31,0.01,-0.52,-0.30,-0.07,0.19,0.00,0.09,0.16,0.31
meuse_uneq,default,15,"(2, 2)",sweep,lexico-yx,lexico-yx,0.06,0.00,-0.06,0.06,0.21,-0.25,0.01,-0.39,-0.26,-0.03,0.23,0.01,0.11,0.22,0.54
meuse_eq,default,15,"(2, 2)",sweep,lexico-yx,random,0.05,0.01,-0.07,0.06,0.19,-0.30,0.01,-0.58,-0.31,-0.11,0.19,0.00,0.13,0.18,0.28
meuse_uneq,default,15,"(2, 2)",sweep,lexico-yx,random,0.08,0.00,-0.02,0.07,0.28,-0.20,0.01,-0.40,-0.22,-0.04,0.24,0.01,0.16,0.23,0.51
meuse_eq,default,15,"(2, 2)",sweep,lexico-yx,angle_0,0.02,0.01,-0.09,-0.01,0.24,-0.32,0.01,-0.51,-0.33,-0.15,0.20,0.00,0.12,0.19,0.31
meuse_uneq,default,15,"(2, 2)",sweep,lexico-yx,angle_0,0.07,0.00,-0.05,0.07,0.23,-0.24,0.01,-0.38,-0.25,-0.02,0.24,0.01,0.13,0.22,0.46
meuse_eq,default,15,"(2, 2)",sweep,lexico-yx,distance_0,0.02,0.00,-0.05,0.01,0.16,-0.38,0.01,-0.57,-0.36,-0.22,0.18,0.00,0.12,0.16,0.30
meuse_uneq,default,15,"(2, 2)",sweep,lexico-yx,distance_0,0.09,0.01,-0.06,0.05,0.34,-0.23,0.01,-0.38,-0.25,0.02,0.24,0.00,0.14,0.24,0.43
meuse_eq,default,15,"(2, 2)",sweep,lexico-yx,projection,0.03,0.01,-0.07,0.02,0.23,-0.36,0.00,-0.51,-0.37,-0.19,0.18,0.00,0.10,0.17,0.30
meuse_uneq,default,15,"(2, 2)",sweep,lexico-yx,projection,0.06,0.00,-0.04,0.05,0.24,-0.28,0.01,-0.41,-0.28,-0.07,0.23,0.01,0.11,0.22,0.41
meuse_eq,default,15,"(2, 2)",sweep,lexico-yx,center,0.05,0.01,-0.09,0.05,0.20,-0.29,0.01,-0.49,-0.33,-0.05,0.18,0.00,0.11,0.17,0.32
meuse_uneq,default,15,"(2, 2)",sweep,lexico-yx,center,0.06,0.01,-0.11,0.08,0.20,-0.17,0.02,-0.41,-0.15,0.07,0.23,0.01,0.12,0.23,0.47
meuse_eq,default,15,"(2, 2)",sweep,lexico-yx,spiral,0.02,0.00,-0.07,-0.01,0.19,-0.38,0.01,-0.56,-0.39,-0.20,0.19,0.00,0.12,0.17,0.28
meuse_uneq,default,15,"(2, 2)",sweep,lexico-yx,spiral,0.05,0.00,-0.06,0.05,0.20,-0.23,0.00,-0.38,-0.25,-0.05,0.24,0.01,0.11,0.22,0.45
meuse_eq,default,15,"(2, 2)",sweep,lexico-yx,max,0.04,0.00,-0.03,0.03,0.17,-0.35,0.01,-0.53,-0.37,-0.16,0.18,0.00,0.11,0.17,0.31
meuse_uneq,default,15,"(2, 2)",sweep,lexico-yx,max,0.07,0.00,-0.04,0.06,0.23,-0.28,0.00,-0.38,-0.28,-0.14,0.24,0.01,0.14,0.23,0.56
meuse_eq,default,15,"(2, 2)",sweep,lexico-yx,hilbert,0.02,0.00,-0.09,0.03,0.20,-0.38,0.00,-0.51,-0.37,-0.20,0.20,0.00,0.12,0.18,0.34
meuse_uneq,default,15,"(2, 2)",sweep,lexico-yx,hilbert,0.04,0.00,-0.08,0.04,0.20,-0.27,0.00,-0.39,-0.28,-0.13,0.23,0.01,0.13,0.22,0.52
meuse_eq,default,15,"(2, 2)",sweep,lexico-yx,farthest,0.03,0.01,-0.14,0.04,0.20,-0.32,0.01,-0.54,-0.32,-0.10,0.18,0.00,0.10,0.17,0.30
meuse_uneq,default,15,"(2, 2)",sweep,lexico-yx,farthest,0.08,0.00,-0.05,0.08,0.25,-0.19,0.01,-0.33,-0.20,-0.02,0.24,0.00,0.14,0.22,0.47
meuse_eq,default,15,"(2, 2)",sweep,lexico-yx,grid,0.03,0.00,-0.07,0.03,0.18,-0.34,0.01,-0.54,-0.35,-0.06,0.18,0.00,0.10,0.17,0.32
meuse_uneq,default,15,"(2, 2)",sweep,lexico-yx,grid,0.05,0.00,-0.08,0.07,0.21,-0.25,0.01,-0.42,-0.26,-0.11,0.24,0.01,0.13,0.23,0.46
meuse_eq,default,15,"(2, 2)",sweep,lexico-yx,shell,0.03,0.01,-0.07,0.01,0.22,-0.31,0.01,-0.54,-0.31,-0.05,0.18,0.00,0.07,0.17,0.29
meuse_uneq,default,15,"(2, 2)",sweep,lexico-yx,shell,0.07,0.00,-0.03,0.07,0.20,-0.16,0.01,-0.35,-0.16,0.02,0.24,0.00,0.14,0.22,0.44
meuse_eq,default,15,"(2, 2)",sweep,random,lexico-xy,0.03,0.00,-0.07,0.02,0.18,-0.33,0.00,-0.46,-0.33,-0.18,0.18,0.00,0.11,0.18,0.30
meuse_uneq,default,15,"(2, 2)",sweep,random,lexico-xy,0.07,0.01,-0.07,0.06,0.28,-0.25,0.01,-0.44,-0.26,-0.01,0.25,0.00,0.15,0.25,0.45
meuse_eq,default,15,"(2, 2)",sweep,random,lexico-yx,0.04,0.01,-0.09,0.03,0.24,-0.36,0.00,-0.46,-0.36,-0.22,0.18,0.00,0.12,0.17,0.31
meuse_uneq,default,15,"(2, 2)",sweep,random,lexico-yx,0.07,0.00,-0.05,0.08,0.28,-0.26,0.01,-0.41,-0.26,0.05,0.25,0.01,0.16,0.23,0.46
meuse_eq,default,15,"(2, 2)",sweep,random,random,0.03,0.01,-0.08,0.03,0.21,-0.26,0.00,-0.47,-0.26,-0.13,0.18,0.00,0.12,0.18,0.29
meuse_uneq,default,15,"(2, 2)",sweep,random,random,0.07,0.01,-0.10,0.08,0.28,-0.22,0.01,-0.37,-0.23,-0.06,0.24,0.00,0.14,0.23,0.42
meuse_eq,default,15,"(2, 2)",sweep,random,angle_0,0.03,0.00,-0.08,0.00,0.18,-0.30,0.00,-0.49,-0.30,-0.14,0.18,0.00,0.10,0.16,0.32
meuse_uneq,default,15,"(2, 2)",sweep,random,angle_0,0.05,0.01,-0.12,0.04,0.25,-0.24,0.01,-0.38,-0.26,-0.03,0.24,0.01,0.15,0.22,0.47
meuse_eq,default,15,"(2, 2)",sweep,random,distance_0,0.03,0.00,-0.05,0.02,0.20,-0.38,0.01,-0.59,-0.37,-0.23,0.18,0.00,0.10,0.17,0.31
meuse_uneq,default,15,"(2, 2)",sweep,random,distance_0,0.07,0.01,-0.07,0.04,0.31,-0.26,0.01,-0.39,-0.27,-0.05,0.23,0.00,0.15,0.22,0.41
meuse_eq,default,15,"(2, 2)",sweep,random,projection,0.03,0.01,-0.09,0.03,0.24,-0.37,0.01,-0.53,-0.38,-0.18,0.17,0.00,0.10,0.16,0.29
meuse_uneq,default,15,"(2, 2)",sweep,random,projection,0.09,0.00,-0.04,0.07,0.29,-0.29,0.01,-0.41,-0.29,-0.05,0.24,0.00,0.13,0.23,0.42
meuse_eq,default,15,"(2, 2)",sweep,random,center,0.04,0.01,-0.07,0.02,0.23,-0.30,0.01,-0.45,-0.32,-0.13,0.18,0.00,0.14,0.17,0.29
meuse_uneq,default,15,"(2, 2)",sweep,random,center,0.08,0.00,-0.06,0.07,0.22,-0.20,0.01,-0.39,-0.22,0.08,0.24,0.00,0.15,0.22,0.44
meuse_eq,default,15,"(2, 2)",sweep,random,spiral,0.03,0.01,-0.08,0.02,0.19,-0.33,0.01,-0.48,-0.36,-0.12,0.19,0.00,0.13,0.18,0.30
meuse_uneq,default,15,"(2, 2)",sweep,random,spiral,0.07,0.01,-0.06,0.06,0.33,-0.23,0.01,-0.37,-0.25,-0.04,0.24,0.01,0.14,0.23,0.47
meuse_eq,default,15,"(2, 2)",sweep,random,max,0.04,0.01,-0.06,0.03,0.24,-0.37,0.01,-0.53,-0.37,-0.21,0.18,0.00,0.12,0.17,0.29
meuse_uneq,default,15,"(2, 2)",sweep,random,max,0.08,0.00,-0.04,0.07,0.27,-0.25,0.01,-0.40,-0.24,-0.02,0.23,0.00,0.15,0.22,0.43
meuse_eq,default,15,"(2, 2)",sweep,random,hilbert,0.02,0.00,-0.06,0.02,0.17,-0.37,0.01,-0.53,-0.40,-0.21,0.19,0.00,0.11,0.19,0.32
meuse_uneq,default,15,"(2, 2)",sweep,random,hilbert,0.05,0.01,-0.07,0.05,0.27,-0.27,0.00,-0.39,-0.29,-0.07,0.23,0.00,0.15,0.22,0.49
meuse_eq,default,15,"(2, 2)",sweep,random,farthest,0.04,0.00,-0.10,0.05,0.15,-0.24,0.01,-0.50,-0.25,-0.02,0.17,0.00,0.10,0.16,0.32
meuse_uneq,default,15,"(2, 2)",sweep,random,farthest,0.07,0.01,-0.14,0.08,0.29,-0.18,0.01,-0.42,-0.15,0.01,0.24,0.00,0.11,0.23,0.44
meuse_eq,default,15,"(2, 2)",sweep,random,grid,0.03,0.01,-0.09,0.02,0.25,-0.37,0.00,-0.53,-0.37,-0.22,0.18,0.00,0.11,0.17,0.28
meuse_uneq,default,15,"(2, 2)",sweep,random,grid,0.07,0.01,-0.03,0.06,0.30,-0.26,0.00,-0.35,-0.26,-0.04,0.26,0.00,0.14,0.25,0.46
meuse_eq,default,15,"(2, 2)",sweep,random,shell,0.04,0.01,-0.12,0.04,0.24,-0.23,0.01,-0.39,-0.24,-0.00,0.17,0.00,0.06,0.16,0.29
meuse_uneq,default,15,"(2, 2)",sweep,random,shell,0.06,0.01,-0.10,0.07,0.30,-0.20,0.01,-0.40,-0.21,-0.05,0.24,0.00,0.14,0.23,0.45
meuse_eq,default,15,"(2, 2)",sweep,angle_0,lexico-xy,0.02,0.00,-0.11,0.03,0.14,-0.35,0.00,-0.57,-0.35,-0.21,0.18,0.00,0.06,0.16,0.37
meuse_uneq,default,15,"(2, 2)",sweep,angle_0,lexico-xy,0.09,0.01,-0.07,0.08,0.28,-0.27,0.01,-0.39,-0.29,-0.03,0.25,0.01,0.13,0.23,0.45
meuse_eq,default,15,"(2, 2)",sweep,angle_0,lexico-yx,0.02,0.00,-0.07,-0.01,0.18,-0.34,0.01,-0.56,-0.35,-0.10,0.18,0.00,0.10,0.17,0.30
meuse_uneq,default,15,"(2, 2)",sweep,angle_0,lexico-yx,0.07,0.01,-0.07,0.06,0.26,-0.27,0.01,-0.42,-0.27,-0.06,0.24,0.01,0.12,0.23,0.56
meuse_eq,default,15,"(2, 2)",sweep,angle_0,random,0.02,0.01,-0.11,0.03,0.24,-0.29,0.01,-0.46,-0.29,-0.11,0.19,0.00,0.11,0.17,0.35
meuse_uneq,default,15,"(2, 2)",sweep,angle_0,random,0.09,0.02,-0.13,0.06,0.32,-0.17,0.01,-0.38,-0.15,0.13,0.24,0.00,0.15,0.23,0.44
meuse_eq,default,15,"(2, 2)",sweep,angle_0,angle_0,0.04,0.00,-0.08,0.05,0.16,-0.36,0.01,-0.54,-0.39,-0.04,0.19,0.00,0.12,0.17,0.39
meuse_uneq,default,15,"(2, 2)",sweep,angle_0,angle_0,0.05,0.00,-0.10,0.05,0.24,-0.21,0.02,-0.40,-0.23,0.10,0.24,0.01,0.12,0.21,0.45
meuse_eq,default,15,"(2, 2)",sweep,angle_0,distance_0,0.02,0.00,-0.10,0.03,0.16,-0.34,0.00,-0.48,-0.34,-0.21,0.19,0.00,0.10,0.17,0.32
meuse_uneq,default,15,"(2, 2)",sweep,angle_0,distance_0,0.07,0.01,-0.05,0.04,0.33,-0.24,0.01,-0.40,-0.24,-0.04,0.23,0.00,0.14,0.21,0.40
meuse_eq,default,15,"(2, 2)",sweep,angle_0,projection,0.04,0.01,-0.07,0.01,0.25,-0.36,0.01,-0.52,-0.38,-0.17,0.19,0.00,0.12,0.18,0.27
meuse_uneq,default,15,"(2, 2)",sweep,angle_0,projection,0.07,0.01,-0.05,0.05,0.28,-0.27,0.00,-0.40,-0.28,-0.10,0.24,0.00,0.15,0.23,0.41
meuse_eq,default,15,"(2, 2)",sweep,angle_0,center,0.03,0.00,-0.09,-0.00,0.18,-0.32,0.01,-0.59,-0.33,-0.12,0.18,0.00,0.10,0.17,0.28
meuse_uneq,default,15,"(2, 2)",sweep,angle_0,center,0.06,0.01,-0.10,0.07,0.18,-0.19,0.01,-0.38,-0.20,0.00,0.24,0.01,0.12,0.24,0.48
meuse_eq,default,15,"(2, 2)",sweep,angle_0,spiral,0.02,0.01,-0.11,0.03,0.23,-0.31,0.01,-0.50,-0.29,-0.16,0.20,0.00,0.11,0.17,0.33
meuse_uneq,default,15,"(2, 2)",sweep,angle_0,spiral,0.07,0.00,-0.07,0.06,0.26,-0.23,0.01,-0.39,-0.26,0.03,0.24,0.01,0.11,0.22,0.46
meuse_eq,default,15,"(2, 2)",sweep,angle_0,max,0.03,0.00,-0.06,0.02,0.25,-0.35,0.01,-0.48,-0.36,-0.06,0.18,0.00,0.11,0.17,0.30
meuse_uneq,default,15,"(2, 2)",sweep,angle_0,max,0.08,0.01,-0.06,0.06,0.34,-0.23,0.01,-0.39,-0.23,-0.02,0.24,0.00,0.13,0.23,0.43
meuse_eq,default,15,"(2, 2)",sweep,angle_0,hilbert,0.02,0.00,-0.10,0.02,0.17,-0.36,0.01,-0.53,-0.39,-0.08,0.19,0.00,0.10,0.18,0.35
meuse_uneq,default,15,"(2, 2)",sweep,angle_0,hilbert,0.04,0.01,-0.06,0.04,0.25,-0.26,0.01,-0.41,-0.30,-0.07,0.23,0.01,0.12,0.21,0.48
meuse_eq,default,15,"(2, 2)",sweep,angle_0,farthest,0.03,0.01,-0.08,0.04,0.22,-0.29,0.01,-0.60,-0.28,-0.00,0.18,0.00,0.11,0.16,0.28
meuse_uneq,default,15,"(2, 2)",sweep,angle_0,farthest,0.08,0.00,-0.04,0.08,0.28,-0.16,0.01,-0.35,-0.15,0.05,0.23,0.00,0.12,0.21,0.42
meuse_eq,default,15,"(2, 2)",sweep,angle_0,grid,0.02,0.00,-0.07,0.02,0.18,-0.37,0.01,-0.55,-0.37,-0.16,0.19,0.00,0.09,0.19,0.29
meuse_uneq,default,15,"(2, 2)",sweep,angle_0,grid,0.04,0.01,-0.09,0.04,0.23,-0.25,0.01,-0.38,-0.27,-0.01,0.24,0.01,0.12,0.22,0.53
meuse_eq,default,15,"(2, 2)",sweep,angle_0,shell,0.02,0.01,-0.12,-0.02,0.26,-0.31,0.01,-0.58,-0.31,-0.09,0.18,0.00,0.11,0.18,0.27
meuse_uneq,default,15,"(2, 2)",sweep,angle_0,shell,0.07,0.00,-0.06,0.06,0.26,-0.20,0.01,-0.38,-0.22,-0.02,0.25,0.00,0.17,0.23,0.48
meuse_eq,default,15,"(2, 2)",sweep,distance_0,lexico-xy,0.02,0.01,-0.09,0.01,0.22,-0.39,0.01,-0.55,-0.39,-0.19,0.18,0.00,0.12,0.17,0.28
meuse_uneq,default,15,"(2, 2)",sweep,distance_0,lexico-xy,0.07,0.00,-0.08,0.09,0.25,-0.25,0.01,-0.39,-0.28,-0.03,0.23,0.00,0.13,0.22,0.41
meuse_eq,default,15,"(2, 2)",sweep,distance_0,lexico-yx,0.03,0.00,-0.08,0.02,0.17,-0.39,0.00,-0.53,-0.40,-0.24,0.18,0.00,0.10,0.17,0.29
meuse_uneq,default,15,"(2, 2)",sweep,distance_0,lexico-yx,0.05,0.01,-0.09,0.05,0.25,-0.25,0.01,-0.37,-0.28,-0.02,0.23,0.00,0.15,0.21,0.45
meuse_eq,default,15,"(2, 2)",sweep,distance_0,random,0.03,0.01,-0.10,0.05,0.16,-0.35,0.01,-0.51,-0.34,-0.16,0.17,0.00,0.10,0.16,0.30
meuse_uneq,default,15,"(2, 2)",sweep,distance_0,random,0.07,0.01,-0.05,0.10,0.26,-0.15,0.01,-0.31,-0.14,0.02,0.23,0.00,0.13,0.22,0.41
meuse_eq,default,15,"(2, 2)",sweep,distance_0,angle_0,0.03,0.01,-0.08,0.01,0.23,-0.37,0.01,-0.51,-0.38,-0.16,0.19,0.00,0.10,0.17,0.31
meuse_uneq,default,15,"(2, 2)",sweep,distance_0,angle_0,0.08,0.01,-0.10,0.06,0.29,-0.26,0.01,-0.45,-0.31,-0.02,0.25,0.00,0.12,0.24,0.42
meuse_eq,default,15,"(2, 2)",sweep,distance_0,distance_0,0.03,0.00,-0.05,0.02,0.19,-0.36,0.00,-0.50,-0.35,-0.18,0.19,0.00,0.09,0.17,0.31
meuse_uneq,default,15,"(2, 2)",sweep,distance_0,distance_0,0.06,0.01,-0.05,0.03,0.28,-0.29,0.01,-0.41,-0.31,-0.04,0.23,0.00,0.15,0.22,0.41
meuse_eq,default,15,"(2, 2)",sweep,distance_0,projection,0.02,0.00,-0.04,-0.01,0.21,-0.38,0.00,-0.52,-0.39,-0.24,0.18,0.00,0.10,0.18,0.28
meuse_uneq,default,15,"(2, 2)",sweep,distance_0,projection,0.07,0.00,-0.03,0.05,0.24,-0.27,0.01,-0.39,-0.29,-0.07,0.23,0.00,0.13,0.22,0.41
meuse_eq,default,15,"(2, 2)",sweep,distance_0,center,0.03,0.01,-0.08,0.02,0.24,-0.31,0.01,-0.49,-0.34,-0.09,0.17,0.00,0.10,0.15,0.31
meuse_uneq,default,15,"(2, 2)",sweep,distance_0,center,0.07,0.01,-0.09,0.08,0.20,-0.18,0.01,-0.39,-0.17,0.06,0.24,0.00,0.15,0.23,0.42
meuse_eq,default,15,"(2, 2)",sweep,distance_0,spiral,0.04,0.00,-0.04,0.03,0.20,-0.34,0.00,-0.53,-0.34,-0.18,0.18,0.00,0.12,0.17,0.28
meuse_uneq,default,15,"(2, 2)",sweep,distance_0,spiral,0.05,0.01,-0.07,0.03,0.26,-0.26,0.01,-0.38,-0.28,-0.07,0.24,0.00,0.16,0.22,0.43
meuse_eq,default,15,"(2, 2)",sweep,distance_0,max,0.03,0.01,-0.05,0.02,0.25,-0.34,0.01,-0.52,-0.35,-0.09,0.19,0.00,0.09,0.17,0.28
meuse_uneq,default,15,"(2, 2)",sweep,distance_0,max,0.07,0.00,-0.06,0.07,0.21,-0.24,0.00,-0.35,-0.22,-0.10,0.22,0.00,0.11,0.22,0.43
meuse_eq,default,15,"(2, 2)",sweep,distance_0,hilbert,0.01,0.00,-0.08,-0.02,0.18,-0.41,0.01,-0.59,-0.42,-0.21,0.19,0.00,0.10,0.16,0.33
meuse_uneq,default,15,"(2, 2)",sweep,distance_0,hilbert,0.07,0.01,-0.07,0.06,0.30,-0.29,0.00,-0.39,-0.30,-0.19,0.23,0.01,0.12,0.21,0.53
meuse_eq,default,15,"(2, 2)",sweep,distance_0,farthest,0.04,0.01,-0.09,0.03,0.25,-0.29,0.01,-0.48,-0.31,-0.00,0.17,0.00,0.09,0.15,0.29
meuse_uneq,default,15,"(2, 2)",sweep,distance_0,farthest,0.07,0.01,-0.13,0.08,0.33,-0.21,0.01,-0.38,-0.21,-0.06,0.23,0.00,0.11,0.22,0.49
meuse_eq,default,15,"(2, 2)",sweep,distance_0,grid,0.02,0.01,-0.07,-0.01,0.21,-0.33,0.01,-0.52,-0.34,-0.10,0.19,0.00,0.10,0.19,0.30
meuse_uneq,default,15,"(2, 2)",sweep,distance_0,grid,0.06,0.01,-0.08,0.06,0.24,-0.28,0.00,-0.40,-0.29,-0.10,0.24,0.01,0.14,0.22,0.50
meuse_eq,default,15,"(2, 2)",sweep,distance_0,shell,0.04,0.01,-0.09,-0.01,0.30,-0.31,0.02,-0.57,-0.32,-0.08,0.17,0.00,0.09,0.16,0.28
meuse_uneq,default,15,"(2, 2)",sweep,distance_0,shell,0.08,0.00,-0.08,0.08,0.19,-0.21,0.01,-0.40,-0.17,-0.05,0.23,0.00,0.16,0.22,0.44
meuse_eq,default,15,"(2, 2)",sweep,projection,lexico-xy,0.02,0.00,-0.08,0.02,0.16,-0.37,0.01,-0.54,-0.38,-0.21,0.18,0.00,0.09,0.17,0.32
meuse_uneq,default,15,"(2, 2)",sweep,projection,lexico-xy,0.06,0.00,-0.06,0.06,0.19,-0.27,0.01,-0.45,-0.28,-0.11,0.23,0.00,0.15,0.23,0.42
meuse_eq,default,15,"(2, 2)",sweep,projection,lexico-yx,0.02,0.01,-0.07,-0.01,0.21,-0.35,0.00,-0.50,-0.35,-0.25,0.18,0.00,0.11,0.17,0.30
meuse_uneq,default,15,"(2, 2)",sweep,projection,lexico-yx,0.09,0.00,-0.02,0.08,0.25,-0.26,0.00,-0.38,-0.29,-0.11,0.24,0.01,0.13,0.23,0.51
meuse_eq,default,15,"(2, 2)",sweep,projection,random,0.04,0.01,-0.06,0.03,0.23,-0.28,0.00,-0.38,-0.29,-0.08,0.19,0.00,0.13,0.18,0.28
meuse_uneq,default,15,"(2, 2)",sweep,projection,random,0.05,0.02,-0.10,0.02,0.36,-0.21,0.01,-0.38,-0.23,-0.03,0.24,0.00,0.15,0.22,0.43
meuse_eq,default,15,"(2, 2)",sweep,projection,angle_0,0.03,0.00,-0.06,0.04,0.19,-0.36,0.01,-0.53,-0.35,-0.21,0.19,0.00,0.12,0.18,0.32
meuse_uneq,default,15,"(2, 2)",sweep,projection,angle_0,0.06,0.01,-0.12,0.06,0.31,-0.28,0.01,-0.43,-0.30,-0.08,0.25,0.00,0.11,0.23,0.43
meuse_eq,default,15,"(2, 2)",sweep,projection,distance_0,0.03,0.00,-0.06,0.01,0.19,-0.40,0.01,-0.59,-0.43,-0.16,0.18,0.00,0.10,0.17,0.30
meuse_uneq,default,15,"(2, 2)",sweep,projection,distance_0,0.07,0.01,-0.07,0.02,0.29,-0.31,0.00,-0.42,-0.31,-0.18,0.24,0.00,0.14,0.23,0.42
meuse_eq,default,15,"(2, 2)",sweep,projection,projection,0.03,0.00,-0.03,0.01,0.22,-0.40,0.01,-0.67,-0.40,-0.23,0.17,0.00,0.08,0.16,0.27
meuse_uneq,default,15,"(2, 2)",sweep,projection,projection,0.08,0.01,-0.03,0.05,0.33,-0.25,0.00,-0.36,-0.25,-0.07,0.23,0.00,0.10,0.23,0.40
meuse_eq,default,15,"(2, 2)",sweep,projection,center,0.04,0.00,-0.10,0.04,0.13,-0.32,0.02,-0.62,-0.30,-0.07,0.18,0.00,0.09,0.18,0.34
